MPI,lastName,firstName,birthDate,birthPlace,gender,value10
1001000092733,Neureuther,Calogero,26.08.1406,Sebnitz,M,jcTTWZVhQ5yuzHKN0IASrBYWHICSNpoIsOU7AVqhVjMIZjWTAQ0UiyH//z3owirFO1VktiPEGrBRj6HwzTYKjSwNKhIPimEV4EzZo/IN6OkCdBwNu1gGpYkxhB0OEITPUssoA4OwJBRLPPqgCRYf6zpoxKBkWEYaiE4AHsQ=
1001000092740,Groettner,Denis,14.09.1513,Crailsheim,U,gPCdGKQJGiz6WQao12XiCS8wTIgmcoqUYCs5PCqZPLmIuIlbjUg8qWn//0md22jgrh84qGxkIACqhYQyZocTgWhIzrAESBgFMjTF7ZBtDFAT/OBerkhoaBhrqDki/QnGEJJj8ATcLCl5HHnBJGgaKFkcwtIlCkdygktPGXI=
1001000092757,Nette,Roland,15.09.1507,Gross-Gerau,X,hWBCEGcohixaTYavR2Rzyjyi28Vm1BJwQzSK8U4G7GmYEw0DxMikDXmhJAckKri5FjYkpI9gBIBox6FhYwyITm1ujph3wHEhdLEAe4gx6AQFY2DaisQxrNNgA1ADNTlSRYAocghYrHgJXK/CcDmyoFEZ6nIWaFrz1glGWO8=
1001000092764,Preiss,Drago,19.09.1307,Kemnath,X,gEZDKkTJjOjYUQQosIXg4KSArIcKiBtAW9c7OA68GliYgIeDiQGEgSHpY6txoGiIiCsGpCgfoNDoh6GixTiZgJYKCZqdaLgk4BkUz+AR5P+fq4yAsQiKrjpAChqAtchQANApkoi8oBAAUKOZQCiPC88JDlpBKBIQgs6kAhY=
1001000092771,Losekann,Hans-Rainer,24.09.1402,Forst,M,oeWIBIA9hixDwOOCECNQRGeKzbAI6k4g8HULiBKDNHO1YIBDn5kR+Rj//6GT0kINdlcUrlUIDJgC1qCmoQLrlT08GgA9xLAAotDApLYsaPMkZC4lixnHuqpmgYBiENxSS4toRXRUtk8JjUuAYgkfPxgxl4JFKNIuRFNNGCI=
1001000092788,Junitz,Doris,09.02.1069,Brandenburg,X,FVxAC8QcDkr8QQWJElEpsCiEzYPEAhzsw587WIyZLVm1wvPfigCMiHc5oVuzVBwEmb4IYAnJU44B5MWkuIVf8SRtmhRcCawGen0Dx56BQvGX6OAXkCVhiehgGJ6kEQjAENJ1W5K9/19gwKHF6RKerRpVolZNLFIL1snNUxA=
1001000092795,Henk,Lydia,07.08.1808,Helmstedt,X,JNKNjWBYzI2CSDAuAKRCBA8A7GEC8SA4K4ArFVWIzWIZQBClsDDRAJsIQxM6iCpAWGj8oFiIDZpSygRyC3TO5BQRiZgcgLgQbM1ACsBkoBIERAUjggnAisi4Ax4A2c5IOFGIgmUYAAkSROMAQIPCyRADhFbooBIUOCUKFsI=
1001000092801,Dippel,Renato,04.10.1107,Hersbruck,M,J8mxCGW7k54T6YrMEMFpBUcIDsOQgBsBitI722OHEFhYTKIL8gDQ4SAQGlN/8usKGhAMpnoTNJRX1TciCgVbCNwpAo0kKQAUPm2A4NhmIRgZcG6kk7hQOEgulxhAGI5AGFMl1Vl6IJkYyCNIBDjKizMyiRRl7PqqEkgenOY=
1001000092818,Kohl,Gabriela,05.08.2006,Graefenhainichen,M,L50YyWD9g5hiwxIJP0VsrFtDKfUUfKsc6ZgKyUoYUmdLi4uiIE0csWoo2B6kyRuZGXDCkCTYloj7hDlSA60srAkN0vQsC1YxOgmFuHJDvYPE9N8bhMkQvtiI1FohkanJ0UAgt/hB++t8GESwnhMrm/Fa3OigXJwb1IxzfsA=
1001000092825,Schweitzer,Klaus-Dieter,30.08.2007,Garmisch-Partenkirchen,U,k/37EWVUzxrudhRhtwR4KrVW3/GSvBr2qNuov+qUf2vifS/jqkpQN2D+/5ZkiRJnlVtMlE2+l7r501/a5x7OhExN/M+nSHZ5KzW/eXCnpm8aXSraYAl8Jbggh1JRm2nOCN/amv3Nr314SoJk2fp227OY76hkeZ1bVg8cC3I=
1001000092832,Jaehn,Margrit,01.10.1908,Wittmund,M,DFM4Y9BRspquwXfCE5Mb9gIwGICQGyoi8BiLXfp2cSERQaaxGoMbjZJwuDOzkRNQOIBLoBgXEp4CgTRgDQQPpYEhLJgGrcAxCK2vstoRoDwYP+gXyCyrMggh0olmUZK4O0MpGLQ4xg85KKgJIBvbigIwtQhia/oEMEhdDi4=
1001000092849,Trub,Radmila,23.09.1802,Eckernfoerde,F,i26DtGFNIYFCykKRjIUY5fFAb8hg7nTn2fXJdkLpZOmVryhL4EGAhBorIwcRV8pKEPfEJSCIBchETYqmCyRNlBosFAm8KVADutAQMLydE7cdoBEDnCyQr/rSVcuxkhhCcJgEQ3E0dVxMwzFOMBmyCBGOmphsaWsYVIQHwdA=
1001000092856,Geisler,Mathilde,09.09.1503,Finsterwalde,M,hu3hxEXYgq4E1BbXQnwyzGfFzAAqWkojSH8rc2qdAaiCpiqvEKmfgWL//yOCvQJ7CjcCrAJkpaDIxKWw5oYciggdOSO16DSS+PXAaYo17sGV7wiYigT8OBlCsBEBuM2y+NrsYIS4rlMoSqlTICi2j7cYjvg0aG4wFtjNKvA=
1001000092863,Ernst,Mirco,18.08.1703,Gelnhausen,U,qUPJWwB0oYjiUjRDPKQLCGUg3PwKPINUoIAIrW0xlC0S6C7bSgsIFaKAKjcWmXNBJVHC4egsAIhKj6jmxwSMoClpfshtQRUhONzEW5ughnxEZyBeiA3IjEiADtoAlZs/NEICIpl8mzIMAMpQImpSwhMKrIqpOp7V8gwBnCA=
1001000092870,Rogner,Betti,10.09.1904,Neu-Ulm,X,lU6IIGYYByYDVqepekFDiDYA//+j6hqAy6QLQEYsOWPYMiUhwGjAiAP//yUOiqCA2C9o5mWhYBRghuQkQAduKOwpSpQWSSGB6BAH6srwbEAFYGCQikgjsiHgExAOE2iSfoKwkACYJKFp2CcIZACyKxQDTgJkDl8whANkGKY=
1001000092887,Baehr,Angelo,02.08.2009,Kamenz,U,SUUaFtBsgLxCBZaBN4QYgiCUcYES2B8C6JUZBQUaF0fNRBrQCAgYgzr//1C2wLBYlZbIUGg4xEgEBX7OCSVMwwBtFMxqwQBxGhwKAbwOld+AdApTCMlJC8LwsAuGwaZPQMgY1TREJ47xIAsAJFGdGz4AjjpmJs5JFAJWErQ=
1001000092894,Kostolzin,Heinz-Willi,14.08.1902,Wurzen,F,s84fLwBUgIxvxjOT8GMY3h0i/38oqM4y8NarMRi3Y0EXxpzLuYMTsBIgXzcy0RhLsXaELCELCthXHZ5uI5Bto5BNVquXRjBSKkoEcvxqgZsk1CoW2AEKUopGtiIjkjtYGVGB0TIwKU86JTIe4hoPZ5EIj5hts/qrPpRADgo=
1001000092900,Austermuehle,Cynthia,17.08.1303,Geldern,F,hfjjzlXkiAuiUXRHsIS4TgdRnuIaCzu6MpAoI2ik0CiD6Gu7MTuAFdJIKBdMjRiZqjFMoC6mB/o6xqskT4iPLQlY2YnlqBQ3KGyEypKkhk0K5KnKkgiYGdyp5w4klvseocqMQE64jxmIYMJCzDuahzMMDqjtO4KV9j4RKPA=
1001000092917,Gehringer,Marc,27.09.1110,Weisswasser,F,htWfTFGJth44Rs0BsLUDqyRsXODSyMA6WJyI4SgdVXjQ5KiRKruSnTL//2chCChYOFfG5DlQUtyJxbPjQwyD8UgsLsDkQUFTLZwAmNZGglGM98IbyAwIKghkAQ70UA0yfJIHEQQQnhgRYKVJRBPWgBWYjwKOyr6EFAhVgeY=
1001000092924,Bohnbach,Kaethi,02.09.1311,Lippstadt,F,RcpKTkR9lCL0UR2htOD5tCI4//+FyAzt+IWJ5NTUT06lkGzVIDGpATtfQCVmxaqo2RYccDQM3GwNL4YvSBNvAFBdD53EgTS3CdFJiO4jNMwEpMwcwkl5IwlidU9kUOhEUKGcgKSQRg9hWkFKKAueJSEIHi5IxcN3hwtMNpM=
1001000092931,Heser,Harriet,05.08.1706,Badalzungen,X,oVnAiUFhJsQywvcpEQ1I5EUCPEGF2cBY76qKQQ65WHkTfZTdsAGBsQL+/10zgRBVHXOC4BxI07zi6BTyBSWKoc0VWJYdQLYjSdyFhtAAyucURdAWgc2xkMyQRND00RGemEMVErAwV2NjySAgSKDXyTAbTYY5dJoH208GWII=
1001000092948,Gutknecht,Eckehard,17.09.1009,Wesel,F,DdEbSF0sEhqoaAWXstEZ+nAs3/CQPIIm0LjZZYJF1VDSwCmZKLsXLNNZACU3CwpNHLIQoLgYRlzMzZ7gAIaHSS0sBIqkQQE3Lxys2NogXmwUsUJIwpyYIsTgnZYmUZg0eIQkMYQYHCowcZkAIBPX+EjK2iWZus4MgFxUCgI=
1001000092955,Warmer,Thorben,12.09.1509,Iserlohn,X,3fGYCAWNBCg8yGWOKUQwxGf2X+EhAIoQW8GLIUeHGWSQ4BERgMGYlCv//wcLIglpC7Nt5xogkKUJjwT5IxBMEC2JfLk0xDH0WD0E196YUMIN4DGA5gysqgXItYkMeQkHPcoIMiW+BhLocaNI6FnyhTERgwstG9MtERRkAOI=
1001000092962,Koch II,Recep,04.09.2007,Gera,U,ScRYGEEtkDgCg4SANkYoqCwJ/38UmLJCwNgJFICdl3jQAIzeqAiAIUKpAANmOYiIFCI0tGgYIIwKDx0qCwelGCpsjqhgShDcOhEoqzpgJAlhcSps0gjAKIxCmxIKBZhUEsCA2qBOKJh4BAPApHQYORkZCghkGFzrE4hUKsY=
1001000092979,Kitzmann,Rupert,03.08.2010,Havelberg,X,tEe4UUlMlPa6BpRPJoILxGSK/5G4iFYA85WCcS6rvmBwIjSCm4GGBYo8MZIwmcxqGDWCNEl4FKyAlnkCLySfBZ30LpI4hSR0SkQDo7IEhOcdVGwXyCDegYrngRIAg5j6O0oQ0WkJJNs4ZrhERR7QmRMBDQLkcn4IEoRex3w=
1001000092986,Gnatz,Elly,05.01.1089,Schwaebisch,X,PFkkCwX4Bes+RDK5xJNJiADmSKPA9DhVY4EP2QSIXUE6qC4niYwYASNQAjuSyQJETHDAJkNCcwR5JEVi1Q7uGRysCBgUgSAgeaUBjrhGoqEMhFYIhOgEtFgwlPTAEY0IEkA0ZCA5+J5oQKOk6bL36SebRhok5t4AZExscUY=
1001000092993,Caspar,Ingbert,30.09.1109,Hainichen,F,p1ODDAgIhSZiUpmBnOEHhWUZPtCiqEo82IKp5SqQWSnQ4iozsEUSkBr//1UfA5ppmVcEYjUEEmyhB4Z6SQEH0Qktemq0T1DnCFEF6ejADFQD9ESS4iWqhDzlFpAo8B16mNKAgzIYLwtqolO45Cr6AZ0DCrossH8VFAxlKuQ=
1001000093006,van der Dussen,Giovanna,01.09.1007,Zeulenroda,M,tWb4ismIg/4SzYqLMIdRyCeaHoCSgzpw1BgbUGvakamRIC0XDKiIg0r//4O7ixoLexNduju4KJapxn0iRyqfBgkpmrk0tbGQq5mEvr6wJnY5cW26gSmCOir605rAWshDn5MjGnB4GUgwmasVIL2WnxEJp7Bjq1MREhpeKSY=
1001000093013,Berger,Ulf,24.08.1404,Hersbruck,M,o8yhgWVaEwYH5R9BGHFBBccEDAASog4AqgQqCQOHWCoxLMIDcxHR8QH+/1M2kkMIMhUMozMHQJAShyciCxMJgVwMCocn2ACkZtyQYpLOqEAAZQ6kg3ATYAmuhRAEEIYOClNw1dR2BBFsnBNABAg+GxOylUYs/FYAEAJsmEA=
1001000093020,Troest,Uli,02.08.1310,Rochlitz,M,xUGQihBEZ7ZiwHYAZAa7BAYQ//+ZKB+iuDCawQqIVgVcAnJJgEEQhEMaSlkAwMPAmeTgpQMViQzJiTmsoTRKDIE4Ip0MUWH2CACE6dQPsQ8hdMgHjFiI7QXoIQHIkJkNEFlgESrQKgZdWBBMCFtCGggIjAhomcsQlghWDcE=
1001000093037,Klemm,Ester,02.12.1038,Muehlhausen,U,7VaIdgUFhSNCQDXBPAAPIA0wXVjLuIcUmDMI5Dg3Bm1kqGLrwIMIF8j+/wc0TTNBPVUbIEQsw4xCBQnuAQ53IEhdf4kOSx8iC4JMo+6A1GnFwmhXoE3KhpzgD4YCuSN/sMoIsRh0u5wJAcIkAGsShrYKqAloOrbJNwaMGiA=
1001000093044,Keudel,Hannes,03.08.1709,Regen,U,LVHAUEFoiowKa5TTNYwIxGHCatEJmBNYeShJDSraF9naQAXLkIkMGQqxYJW205hNT5qGLEgoJ4AUhawiCSaMFal9VKQcyDwTOFaMIfhC32JBZQhegoHAAU7BHRoCkRkeCcghljR0AbkoAAlAIGgeLXoAHgFpPOZFmwRGBiA=
1001000093051,Hoerle,Daniel,22.09.1710,Sebnitz,F,5EHTVJWpCzY8Q9QCwAQZxCyWHGGQnJOgWJIZYRCDVCzK4j4rMEUcKUsTwl0dYEhcmVNIsCIQnsRZRbJihJAbHEy9OQWNqWI3MHS9pbAns3E58GSloJgMgVpgFB1sEACH2JtJVyJQEq1YAAnAARcbgThAirANJoIUhBgfBKg=
1001000093068,Dehmel,Francesco,01.08.1602,Kassel,U,yEWqEJRkkKDSQdYcNIIIBmDC7e3jWoeC8P0dJWgblsJMyALDCAAID6pgYFG3wCEJHxbEKGhMZQgUiSt3B7bZFwh1JKQ+wA0DnwwRG/ZmxZsdJFpGlLjYqu7g0Q4HkYh+JlRHnaRcqqcAQK4pAHKSyjIILJTjZobaFAJOBqA=
1001000093075,Christoph,Eugen,08.08.1607,Stassfurt,X,Sk1KCEbsnoh+TbQPBAQIZgQePSFB7MXMOw6qGdwaDEg9hIQdiJokDjaEObE41f9VnSWMYBhUApHVHaw3jSLKrDRsC5gczTSdfA1IVuDlqCqGTbAOxAlN6AirBp6gmYRMHdkGEqQYvgQDVGwpQHmGiAALt8cuAb7uCwlmCNI=
1001000093082,Vollbrecht,Claus-Dieter,02.08.1012,Bad,U,zX24GUFNgrp6Rh+jdyJZKBQS/0CtnAY0qMmoTdAMLHa1cSNxOEBAIVr+/1V8wRBAHReLoEwMzbwgYU2kCS9qCk1NjJ4M4Uq1CxAZm8Silt8rREBb0KnxPIjrySAF0TjPEsqWIOjfdnZgWeIAEEFTjTgAFqFgrp5LLWMaGFY=
1001000093099,Noack,Frank,19.08.1609,Stollberg,F,JEIC4gdoUMSOSLS9gkGAyHie3AAADuqg8NVJNSQiRQqswh0DKCOApEoJITdOqAwtITJALWFBhNGmxeex5xQ9Low8igG2go0HjDQkA+gkwKSQpHIHxMHGrithN5QgUApaeMREQ8CwoB4wMgtsZaoDUREqVtTuMEIyNIDmGPQ=
1001000093105,Neureuther,Olivia,14.09.1212,Rostock,F,jdSCwyw7SxSLTCfl0ScUKD4Cj8h5aXIq0PXIIGqFYnCZp5kj4YkDrxP//0VAOqoIMHtHpjGDhGqijZcoawYrxagtCAmGyDFWMroIYZAMafMh5AEMkjBCYIlypwkqEIlDctooUUAwJBkOtQlGAAgb6zByTjFMWUO4GWQMEoY=
1001000093112,Hoerle,Kira,21.08.1106,Germersheim,M,rlCAzIXhkg7TwB4KIIUFzUcKXGCQyqoceHdLyUqBEigBISqjHkqYhEAYaFs1iUI4CRFEoIbogLaIgmAyBxIKjUyUW4ttISAlYGSnvOMlqOQgZHmqqRCKqjowQlooFLzOuMpqysRQKBHICLN5CAiTCxMt7CIk6gITlhgMH8A=
1001000093129,Henschel,Eugen,24.08.1211,Eichstaett,U,LsWqGQB9hU4DTX8LFKBNZABMXGHR8AEMOYVIzZjDRGxIzbZhGJkRMRgUGlG+1V9VHUQN4FhCloRzDQwiiZ5LiBBPRQ4kTVAwcGRpgcAjraAFxGBMxYlSLMhqFYwaGYwNm0lgVeRU1oECEZgIAEueS3MiLwkk5IZEGQ1ILOo=
1001000093136,Hethur,Heinz-Guenter,19.08.1008,Geithain,M,pdKyL1Dokt6CynI4iEFxjxeBvNCQkEsYMtU6UUutWDwWMj0BEEuYlFL+/z8cjhoBOFPOoC0RArSaj7GigyGeJMkBSqLNyfAxSk2EqtJBqNLA9GgeoxwyqIi+BhgAnrsfGEMqsaq0zgUSOHIYRBoe27MIhAJwehaBLN3TLwM=
1001000093143,Muelichen,Aysel,22.09.1412,Gifhorn,X,wVUpDUHtlC1GTWFaCAQ7aDEQndFZOAHU28kKgaQCDkTZBBiDhcwM1AAvExcJaQgBu3OJJAuIhMgYbDR6DQoKlVxPeFW8FPAwetAcz5oeVyUPJiEJ8YgJ6exI1QpKHxtlcdYMFPhQu4AO5WEFVBmeSDgNExMUn9IZyZxVBDk=
1001000093150,Weiss,Detlef,06.08.1706,Wittmund,M,INBQz1Rxaooa418pAaRQ1IIyOACCE7pYcFq7GTocWKsT0Sa7GIEdhBKh6BuRkRNRCwvzrAxDMpABkSCwATKdhckUFbONaXgVKAW1sPBRqlYRLRyXwCihNgiASBhCmYDIit0pArEQhA0BKIQzCDkfCok4nVAjKhIGsgEbDJ4=
1001000093167,Paertzelt,Antonia,04.10.1605,Eckernfoerde,M,nfuZpa3oCzMo6cIdEWU7Yc7qTmvw4/rP6fXKVkLLcakdr6gr4AqotBoYiwMU/wJLmTNM5SHQF45/lzAyS4OPhAltDQo0qQRzMEOpodBXJ+8IcPkF7aSIIUoiVN8AMLaCUJI811MVfZp065hmJBnaijGO4Axkb+u7cyQdGfA=
1001000093174,Gumprich,Jose,04.09.1810,Weisswasser,U,V98dEgGMkho8RKW3NFMR63FoXaDQ8INxSBiZRYg9NXjI5apFgYqYvTIRwiM2WQhYPJdAJGtcWobKVRXjbg8HqFhoFoJlScGRLZxIn95whjAEf+PeyQh4MlhqE5B0kYsEPJIH0IH0i1g4obXIJlIelA3YlyI2Qk5EdRh0AcI=
1001000093181,Noack,Hans-Guenther,21.08.1908,Osterburg,M,pdug6cnYEsyPyLaYAmX05HeU/KgQ0hsKo8bbHUaKYTAxYx0BGCDDhE7+/zd/qAo8jGnMpAkDx7HS3eYy5zadIYlhmosuhhE0TGCk8dgg6MMAZChHw0lSKIuoUJko2theWNJsW7a0SxMyWhhNYZIfW3MA9BR8aMKEORBOGHA=
1001000093198,Seifert,Svetlana,22.09.2002,Dresden,U,5U+QkEyNADR8CeQhFpRCAD2cVVmwliYS2NB9FAiWXGfdcRRCAMGJEQo7CAa9RBNNFX/pEkSYhQgsVbyHThR7VM1tX4adyPhxatQsHZYFFncZcBXRwQn8BIpExohJETHGYNIJFHB8P054iAkYGXleGpEBAhFFsoxZFgUXIaI=
1001000093204,Heinz,Sabine,31.07.2009,Mainburg,X,IZwQR8QshlRMAzSLAk0ixiQFRYNQns5B0/djUW2EHWDzQhSAmAAZCRMpB0I3ggAVkGIEcDNQAIiBrdwCJxkcSCRNO7vRSCARavUAVxlGaBE1diCHioJliNpG1hTiARFhGcBk2ZIs60c6QScV7xqX85FBIiMsOlwKDARVYrM=
1001000093211,Karz,Wilhelmine,28.08.1911,Merseburg,U,BltIPwVhgsJPQj2CZqMLwHAqX4PAHcsiuKKIzSIFBqi5jrXZDgCaDTEaBzsl00FanHAEsFMLAJRRqcJnoxQ6WKxFZqI3QSER8KqE9eKCjBAENmnny5RKIpokEDejUwS8OMQk/bZ03dMLMJBs41LWYTMojLLszp5kXAgJCvI=
1001000093228,Eberth,Trudel,08.11.1068,Schmoelln,M,zdPACgx0s6LGy7ohjMBbrMcsj8mgpAv+KCiK6W+4rahYoSaHAIKIkLA6KB2QxgMFrsFEuwIApaRTj2imHQKfMiwdSq0dgRDwEFeE44Du5WFgdHqMxoEELEyiF+OAEoOOFUtoFJBwFKQh6IRYCE6yj3ACjgrknIIBo5wkrdA=
1001000093235,Barkholz,Mathilde,20.08.1104,Fuerstenwalde,X,B91AmkPYhoJLRh+bWPYTzEda2XPg2kohqz0K63SZGOtSJKy/koCfAUE6YjOnldJbmzAGLjZiZbxF5In5rx8PCQyNOjZ1qTgSyvXAjspk7lEWhki4qxVXkrgiqBWFUe18UtDewNQwp9NIQjJKxCDWJzcpjro07jsdNnorOug=
1001000093242,Hering,Doerte,15.09.2007,Zossen,U,oW7YFUwMAjQwAaQDNwUjZi04RXFw2NJQwJwxdQqVVGnQIJVJEMAAFXGhFlQ1IHBxFVME0F94AshAzRlDIUST6AhtXFgXwBFUFnkEQRIUpFEXdcDSUEFoMNhkhlQkISNGvdJJcxhMswF6EKNQRHAQ1RQAQjIXehzpXgxUSIY=
1001000093259,Schweitzer,Pascal,19.09.1813,Ribnitz-Damgarten,X,kcLLOxTMhQOucXSJUS2IIe3W3vuSNjuQU2mrNo60bmPYaj0DgieElwP///cQoZJnszdA5CkNH1Dbt874xDYMLY1pepeVZ34RYPU/avCHg/md5qQU4kUeoUpkBxEMuW/TCPfQGvf9w5Vp0LOIRR7fApsJozJEeXIR9o2krzI=
1001000093266,Kitzmann,Stephan,27.08.1005,Wolfenbuettel,F,H8kbQUVBlBLeRLIXvMVJwlWnzODQXFJyMJXIcVhX9ncQyiyJorEWBco0GNcgrZhcHxAGIS16Vf1hjfszhZyP1QWtFILkhSwSWQwjmbI0zP1FlGoW2RmNBsK0BRY2FfC+O9B02749zd8adLoBgBsWmQZh7xDsciYRMARQfzo=
1001000093273,Schmiedecke,Stanislav,01.08.1811,Peine,F,J0KqSsbEkqIOargSgNIZ5RnNPgKCLgqw+qoM5ej6xOgYiz0bqEscoEo4qleFsUlcbpiJrCoY5lSawO4gNboPuE1oILDNrUKXaIU9lpIVmBoI3OCGyCwcJFqizgEhuAqKWlA2zKE4Cm0IAqgZOAqiyIgAvuYs+tYQdghPqbA=
1001000093280,Klemm,Claus,25.08.2008,Wittstock,F,AyQaRHV0yZouAVZgoiEEABAyp0GQzSIk8JCoaSieUmjplWuzYEERZAogCFRoqwpJGBjNEDBfRdxgAZ5CATo7hMQclYuIS1h2SyA5cLCFqm8ClWgOYXhBBsDjrU4rjIBNqtkJ0eCCqM11oNBgEFgLHjo43qAoaBkoRCKfTto=
1001000093297,Tintzmann,Waltraud,23.08.1104,Viersen,M,FXUKHUXIoiILxp8DdOE5xEOqTOGBAtrYeHWb2UOXEwuQACkDAoHWlxgWPLdkkFNJS9IHorFgHpcgj2jiAzeKBh01Vhs0zTWgWAeVsr58u3d0JHkw3xGeu3otFRmQUIUeP0gygfORPT0QbL7IZAmCDiMo7QBk+7eBMA5ICfI=
1001000093303,Wulf,Horst-Dieter,02.08.1310,Kemnath,X,5UCSiEDMhvbqQhgooiDppIQ0bCOaiB4QK5CKcVy9Xnw1dPLbuBFYMVL+/5swwBhAmaeI4UYegMQpQxkmATBKgH6KDJQdEaI16MQQnvTC8P8P1ciS4EhohongEILAlWgOGEIokmiwLi0U6DLISBnTiZOJnMpoIpKIlJ/aClM=
1001000093310,Lehmann,Jeanette,08.09.1304,Berlin,F,EUAL3HVIkkBSUJCjsFDIxiPLjMAyChtycOAPaYCGeSKZ0iojIIGSWWpbMN8mgjkZ0JMSMy4EQMKoBqcl2xcNHWg4U6WljLCDOJUUSa7gjEIwrKaWjgArAJJ4FZInkC0ak9o40CyYBjloCGtQJF7G44UYByJs/PYwlgdEOOI=
1001000093327,Wieloch,Marzena,03.08.1505,Forst,F,YPkK2sH8lqgLahNMhOcqoEUifzEoyihi+JCIq7icRMCpioiXJgsT4TIIKBeJ8UprKhDqqjiqhNAgC4biKyZNBDQAJgKeABaauKbokeA+oIIthgE66J3gKyqKEJgi+qw4CElALPAwhLsoIKLAAilCiCog5oCo7KI2RwEKEiI=
1001000093334,Bohnbach,Patrick,07.08.1005,Lichtenfels,M,T8kdZkDFs5Kv0BKHFOVVNUck/WLQ8AvpIRkK1Y7d0EMZD+qFCTEAkfoSGxNk6ZrwW1DE8QEVV5xvxzw7SbeuoBFZnp3soVC0HJ2Jodg4pcYNtc0fxEVBNgmiYx+k9OxJ0HA8F7WYZwN4WvBABJsCywEC3q6hbVMBc0hSHVI=
1001000093341,Sauer,Raymond,26.08.1211,Uelzen,X,xUDzCGRBxIOHwF0JM4UVpBUcrtORhR8Re1XLwQQQjWmSISWBgAAQFZP//xVygJFFiTEFLJFAkJwyhSEgBTaKBg0lWZ4dUThAQGRE44gkisQVVEERoQGW/m6wBZAKE5lPFEIjUPOZSQ0oVbALQQGakHItbAO00FoRnQxDTJE=
1001000093358,Mentzel,Ellen,07.09.2011,Rochlitz,U,nMUp31SsxYpiKV6LJoI7wCQKW3GguBEu+JGR1iCCVUjYgjriiLMQBQozEho+QIsCHFLMlEsBHpzRBwwGogSmDIB9NQ8AxWHgGp0hoxgDpaEpImBFILhIjchot68IGSlll8kYFSpNuJQsACMMIFuSkjgCKwgBjl/IMghMBeI=
1001000093365,Zobel,Helen,04.10.1110,Neu-Ulm,M,Nck4TQY4g74B3asqOuILRBIcDUGQ6BuAGLRKwAKPGAhYArMjUOiApABQGhUc2goAWUwI4rmwJIRSijAmQgU7YIARURUEjSGQMECHqpLSYQAIdGiEgKhCusmqkhgCGuDQ+5io3CBYFIE2mCAYBBi6yzADyQBkrgsACAp4HIA=
1001000093372,Scheuermann,Gilda,06.12.1018,Crailsheim,X,jle+i0QNXIrmSaOLgGch7QfWHYGFZKM8l6EqZa5iHGgbLDyfjMoSjUg4WqkMiQhPuGFDpCTMAJzajCwyDxcKJUwtyJAcjTAUeszJr6BlCFEf9GGb6CAU7NoxpzghFwvXE4oKgPU4Kk2ySXmATCqayFAd45tlajIavQpLH2g=
1001000093389,Spiess,Nathalie,20.08.1808,Hofgeismar,U,pceMFgzgHo4OdjSCBokYZd8cb5gJvggZ6CaIDUqIX3pYJCVjOhAAsyIpQjc0iBRUni3GpmMIgaqAN1orTzwKicV1Jktf6CsSS8wEC9gEzXMYZAbGywjsUP2kTRhAkZhcSFBLWOF8sC1IMDO0AmB+CToQzbIsYYdcN0AGGZI=
1001000093396,Stolze,Sophia,02.08.1610,Viersen,X,R1BYiQXEjLJPZDaPcCQZSUcW7WGwDaRQb5QaS0wZXGU1ECRpggKwFBIabBcAyNAfGzXFJBPwiJdVH1hmByRKLgwJWpI9ATW8+ASkkpYGnUokVEuypBkdwFDpJEwA0WUMMECGUHAQGxc6QKTLQJmCrAEpNK5sUrq7ViQeKOg=
1001000093402,Weitzel,Emmerich,03.10.1909,Sulzbach-Rosenberg,X,/MOZcwVsN1LM4V/p94OZ4CwmXeH4pZtG01mr284fPen457cHqqOQFgs5J3M6UbJfOXMkoGlxVpTTh3ziLgIf490JPt7/QyW0WRwv8/omyeE08OAf4KHOp1B6NJQgGamSvI5YVbBZE9U5cO9s7Rq2h/NLu75HPnKJUwpUT3Y=
1001000093419,Ehlert,Claere,03.12.1121,Lichtenfels,X,i0eNfF2BhSChQJlLFOROR1ca7cG5NAEuy0FqiQwRiHsR+yKziUEIAZpgEVFYERLYUXEJYQollZhhggEzAYqviQ0dHZk1gXRlQqAZG6AIhe0H8UWQ0AGKhZGphYktFfBTgNosRRWSsVs4UeBIUAPaiRMDDKvBiLsJF2gAEMQ=
1001000093426,Gutknecht,Mercedes,16.09.1111,Altoetting,F,j9W6SI0s+looSU/3gqELPLUZH4yxmCoi/KyY7arIdPydoinTKkkaLAs5SKegKwhJzjvUrCgaJVyurN4iioovjC16KiKESQ0yJrEo2dAGCO0A90BN14iYLEzgqZwykZp2doIEcIEYrnohMJsYBULbupjoCiS9ui+oQBwWv7o=
1001000093433,Bolzmann,Eleonore,07.08.1404,Auerbach,U,D8EJ1EVpo+QuTZajXWHYyCaG7WNwshIENNRKlRQOHTspwHZjhbjWBQpGcZN2xAIZtVHGZmIiRJlBJTFiDycJrTh5Fw0tzywmHB0ggbLO5GMAhCDXvaBHBlKkl54EkSJex8i6xyBdFZrYJKpMBEszO2UGBahsZn5FNw5SHO4=
1001000093440,auch Schlauchin,Zehra,30.09.1610,Bad,F,RVV7jFTMlBIUcxQHlAUBYzBWHbKWDHpi3NWJYpBSVEDV2S03OMsABBJddEVQgSyemBJEIDuURPQkJr4gT59TJQRJAh6ERUSToRwp2JA2BlWA8GsY5AC9vuruZ5ylsOIIEZKUEfSY2k1zoAkyUJiTBTEANw6MT5MSBUJUMDA=
